"HH_id","SKU.","SKU#","sales","lagsales","ARSP","APP","ARP","APC","brand","form","formula","size","display","feature","V16"
9269,1,16,0,0,1.19,0,0,0,"ARM","S","RG","SM","0","0",0.0409160624781065
9269,2,17,0,0,2.041,0,0,0,"ARM","S","RG","MD","0","0",-0.0695633666022954
9269,3,19,0,0,3.102,0,0,0,"ARM","S","RG","LR","0","0",-0.0730798518405184
9269,4,20,0,0,6.178,0,0,0,"BNC","S","RG","XL","0","0",0.0743895209869804
9269,5,23,0,0,2.821,0,0,0,"BNC","S","RG","MD","0","4",-0.0654007310817888
9269,6,25,0,0,1.69,0,0,0,"BNC","S","ST","SM","0","0",-0.021095515492451
9269,7,26,0,0,2.818,0,0,0,"BNC","S","ST","MD","0","4",-0.0619396469378354
9269,8,27,0,0,3.876,0,0,0,"BNC","S","ST","LR","0","0",-0.066871235927881
9269,9,29,0,0,2.821,0,0,0,"BNC","S","UN","MD","0","4",-0.0483547441054804
9269,10,30,0,0,0.99,0,0,0,"CLF","S","RG","SM","0","0",0.0747662355461445
9269,11,31,0,0,1.29,0,0,0,"CLF","S","RG","SM","0","0",0.0503039642283007
9269,12,32,0,0,1.79,0,0,0,"CLF","S","RG","MD","0","0",-0.0723235615711389
9269,13,34,0,0,5.218,0,0,0,"DWN","B","RG","XL","0","0",0.0407272235229785
9269,14,35,0,0,1.29,0,0,0,"DWN","B","RG","SM","0","0",0.0249952384267102
9269,15,36,0,0,1.79,0,0,0,"DWN","B","RG","SM","0","0",-0.00120590169065282
9269,16,37,0,0,3.19,0,0,0,"DWN","B","RG","MD","0","0",-0.0473094806703353
9269,17,38,0,0,4.39,0,0,0,"DWN","B","RG","LR","0","0",-0.0179019194013446
9269,18,39,0,0,5.166,0,0,0,"DWN","B","LT","XL","0","4",0.0697206826559495
9269,19,40,0,0,1.767,0,0,0,"DWN","B","LT","SM","0","0",0.00283027768088571
9269,20,41,0,0,3.19,0,0,0,"DWN","B","LT","MD","0","0",-0.0373922968230878
9269,21,42,0,0,4.362,0,0,0,"DWN","B","LT","LR","0","0",-0.00418883634964151
9269,22,44,0,0,2.743,0,0,0,"DWN","F","RG","SM","0","0",0.0351190788908505
9269,23,45,0,0,4.905,0,0,0,"DWN","F","RG","MD","4","0",0.0745522931377691
9269,24,46,0,0,2.743,0,0,0,"DWN","F","LT","SM","0","0",0.044029310112232
9269,25,50,0,0,1.89,0,0,0,"DWN","S","RG","SM","0","0",-0.0219086038722314
9269,26,51,0,0,2.848,0,0,0,"DWN","S","RG","MD","0","0",-0.0742359699862486
9269,27,53,0,0,2.848,0,0,0,"DWN","S","LT","MD","0","0",-0.0638792007518265
9269,28,61,0,0,1.378,0,0,0,"FNT","B","RG","SM","0","0",-0.00718785692351517
9269,29,62,0,0,2.509,0,0,0,"FNT","B","RG","MD","0","0",-0.074446628024201
9269,30,63,0,0,3.457,0,0,0,"FNT","B","RG","LR","0","0",-0.0741044529831169
9269,31,65,0,0,1.09,0,0,0,"GEN","B","RG","XL","0","0",0.0744148070875495
9269,32,66,0,0,1.09,0,0,0,"GEN","B","RG","XL","0","0",0.074596434537406
9269,33,72,0,0,1.928,0,0,0,"GEN","S","UN","LR","0","0",0.0744890392127898
9269,34,78,1,0,3.169,3.39,3.39,0,"PRL","B","RG","XL","0","0",1.05577414811273
9269,35,80,0,0,1.109,0,0,0,"PRL","B","RG","SM","0","0",0.0179920076022291
9269,36,82,0,0,1.49,0,0,0,"PRL","B","RG","MD","0","0",-0.0367157884109512
